%ID							WIDTH	HEIGHT	N_FRAMES	FPS		LOOP
%================
% NEW SCENERIES OBJECTS
%================

% -- WOODS
water-01.png                	    33      62      11          6       1
woods-static-objects-01.png 	    1280    179     1           1
cow-mooing.png            			32      28      7           4       1
cow-idle.png                    	32      28      18          4       1
flag-waving-default.png            	82      250     1           1
flag-waving-blue.png               	82      250     11          4
flag-waving-red.png               	82      250     11          4
flag-blue-01.png                  	47      24      6           6       1
flag-red-01.png                  	47      24      6           6       1
fisherman.png                		85      250     6           5       1

% -- BEACH
chicken-idle.png            26      21      2           4   
chicken-singing.png         26      21      1           0.5
obj-sea.png                 73      173     12          3
obj-hut.png                 74      78      1           1
obj-party-house.png         74      78      4           1
obj-merchant.png            32      32      10          3
obj-deck.png                110     91      1           1

% -- TOWN WEST
coisas-2.png                  1280    174     1           1
ensign.png                  80      100     9           4
unit1.png                   46      46      2           2
unit2.png                   46      46      2           2
unit3.png                   32      32      5           2
unit4.png                   46      46      2           2
unit5.png                   46      46      2           2

% -- TOWN EAST
boat1.png                   100     100     6           2
boat2.png                   100     100     6           2
%castle.png                  320     226     1           1
castle.png                  382     228     1           1
cemitery.png                105     154     1           1
child.png                   100     100     8           5
civita1.png                 32      32      2           3
civita2.png                 32      32      2           3
civita3.png                 32      32      2           3
civita4.png                 32      32      2           3
civita5.png                 32      32      2           3
civita6.png                 32      32      2           3
civita7.png                 32      32      2           3
civita8.png                 32      32      2           3
civita9.png                 32      32      2           3
civita10.png                32      32      2           3
civita11.png                32      32      2           3
civita12.png                32      32      2           3
civita13.png                32      32      2           3
civita14.png                32      32      2           3
civita15.png                32      56      8           3
civita16.png                32      32      2           3
%cow.png                     32      28      9           3
dock.png                    91      124     1           1
fence.png                   10      22      1           1
%flag-blue.png               47      24      6           4
fountain.png                89      86      4           4
guardian.png                32      32      2           2
king.png                    96      180     10          3
market.png                  395     190     1           1
merchant1.png               32      32      2           3
merchant2.png               32      32      2           3
monastery.png               186     181     1           1
obj-pig-walk.png            50      30      10          3
obj-sheep-walk.png          80      30      12          3
plantation.png              586     20      1           1
pottery1.png                70      42      2           2
pottery2.png                70      42      2           2
priest-idle.png             32      32      4           2
rastelo1.png                55      35      8           2
rastelo2.png                55      35      8           2
sculpture.png               94      123     1           1
sleep-soldier1.png          75      75      8           2
sleep-soldier2.png          75      75      8           2
smoke.png                   100     100     9           3
tree.png                    48      77      1           1
trees.png                   165     128     1           1
blacksmith.png              131     88      1           1
%================
% SCENARIO OBJECTS
%================
agua.png                    33      62      11          6       1
coisas.png                 1280     177     1           1       1
vaca-mugindo.png            32      28      7           4       1
vaca.png                    32      28      18          4       1
flag-blue.png               47      24      6           6       1
flag-red.png                47      24      6           6       1
casa_a.png                  81      150     11          8       1
casa_v.png                  81      150     11          8       1
pescador.png                85      250     6           5       1
casa-default.png            81      150     1           1       1
casa-default-2.png          81      150     1           1       1

obj-crow.png                26      26      10          3
obj-pig-walk.png            50      30      10          3
obj-pig-grunt.png           50      30      5           4
obj-flag-blue.png           47      24      6           6
obj-flag-red.png            47      24      6           6
obj-door.png                54      139     1           1
obj-door-walk.png           54      139     15          4

obj-door-02.png             53      45      1           1
obj-hello.png               53      45      15          4
obj-merchant.png            32      32      10          3
obj-sleep.png               75      75      8           3
obj-enchant.png             75      75      10          2
obj-water-l.png             28      60      20          3
obj-water-r.png             28      60      20          3
obj-bridge.png              255     393     1           1
obj-door2.png               53      45      1           1
obj-hello2.png              53      45      15          4
%================
% OBJECTS
%================
alpha.png		   			32		32		1			8		1
arbalest-proj.png			20		10		3			12		1
arrow2.png					30		10		1			1		1
comet.png					64		64		6			12		1
bomb.png					26		26		3			6		1
flying-scimitar.png			32		32		4			6		1
eridu-blade.png 			180		180		1			6		1
eridu-blade-spining.png		180		180		4			20		1
coin-still.png				50		50		1			1		1
coin-spin.png				50		50		2			2		1
new-char-idle.png			58		58		5			10		1
new-char-walk.png			58		58		2			5		1
buffalo-run.png				64		64		3			20		1
stalagmite-in.png			75		130		5			10		1
stalagmite-still.png		75		130		2			10		1
stalagmite-out.png			75		130		5			10		1
rolling-stone.png			50		50		4			8		1
medal-blue-idle.png			41		54		1			1		1
medal-red-idle.png			41		54		1			1		1
tornado.png					130		128		4			8		1
puff-01.png					96		88		8			12		1
poof-02.png					61		61		5			12		1
poof-06.png					61		61		5			12		1
poof-03.png					96		88		8			12		1
poof-04.png					96		88		8			12		1
poof-05.png					96		88		3			12		1
explosion-01.png			15		15		9			12		1
geiser.png					36		36		4			8		1
bubble-02.png				40		40		1			8		1
ice-dragon-flying.png		85		50		6			8		1
ice-dragon-rolling.png		80		80		1			8		1
ice-dragon-diving.png		80		80		1			8		1
ice-01.png					32		59		1			8		1
coin-x.png					50		50		12			40		10
coin-blue.png				50		50		1			20		10
coin-red.png				50		50		1			20		10
coin-official.png           43      43      7           20
blue-coin-official.png           43      43      1           20
red-coin-official.png           43      43      1           20

bubble.png					50		50		4			8

chopper-idle.png			80		82		1			1		1
magnet-idle.png				33		36		1			1		1

air-balloon.png				52		83		1			1

camp-fire.png				64		64		5			8

crow1.png					30		30		3			8
crow1-gliding.png			30		30		1			8

heart-flying.png			31		17		2			8

tarot-card-back.png			44		65		1			1		1
tarot-luck.png				44		65		1			1		1
tarot-neutral.png			44		65		1			1		1
tarot-bad-luck.png			44		65		1			1		1
tarot-luck-spin.png			44		86		7			8
tarot-bad-luck-spin.png		44		86		7			8
tarot-neutral-spin.png		44		86		7			8

%================
% HEROES
%================
hero-00.png					46		46		1			8		1
hero-01.png					46		46		1			8		1
hero-02.png					60		60		1			4		1
hero-03.png					46		46		1			4		1
hero-04.png					46		46		1			8		1
hero-05.png					46		46		1			8		1
hero-06.png					46		46		1			10		1
hero-07.png					46		46		1			4		1
hero-08.png					46		46		1			4		1
hero-09.png					46		46		1			4		1
hero-10.png					46		46		1			4		1
hero-11.png					46		46		1			4		1
hero-12.png					58		58		1			4		1
hero-13.png					46		46		1			4		1
hero-14.png					46		46		1			4		1
% IDLE
hero-00-idle.png			46		46		6			12		1
hero-01-idle.png			46		46		1			8		1
hero-02-idle.png			60		60		3			6		1
hero-03-idle.png			46		46		8			12		1
hero-04-idle.png			46		46		8			8		1
hero-05-idle.png			46		46		2			8		1
hero-06-idle.png			46		46		12			10		1
hero-07-idle.png			46		46		2			4		1
hero-08-idle.png			46		46		12			24		1
hero-09-idle.png			46		46		12			12		1
hero-10-idle.png			46		46		2			4		1
hero-11-idle.png			46		46		3			6		1
hero-12-idle.png			46		46		10			6		1
hero-13-idle.png			64		64		2			4		1
hero-14-idle.png			46		46		5			10		1
% WALK
hero-00-walk.png			46		46		2			4		1
hero-01-walk.png			46		46		2			4		1
hero-02-walk.png			60		60		2			4		1
hero-03-walk.png			46		46		8			12		1
hero-04-walk.png			46		46		2			4		1
hero-05-walk.png			46		46		2			4		1
hero-06-walk.png			46		46		2			4		1
hero-07-walk.png			46		46		2			4		1
hero-08-walk.png			46		46		2			4		1
hero-09-walk.png			46		46		2			4		1
hero-10-walk.png			46		46		2			4		1
hero-11-walk.png			46		46		2			4		1
hero-12-walk.png			46		46		2			4		1
hero-13-walk.png			64		64		3			6		1
hero-14-walk.png			46		46		12			24		1
% INTIMIDATION
hero-00-intimidation.png	46		46		12			4		1
hero-01-intimidation.png	46		46		10			4		1
hero-02-intimidation.png	60		60		9			4		1
hero-03-intimidation.png	46		46		12			12		1
hero-04-intimidation.png	46		46		12			4		1
hero-05-intimidation.png	46		46		12			4		1
hero-06-intimidation.png	46		46		12			4		1
hero-07-intimidation.png	46		46		12			4		1
hero-08-intimidation.png	46		46		12			4		1
hero-09-intimidation.png	46		46		12			4		1
hero-10-intimidation.png	46		46		12			4		1
hero-11-intimidation.png	46		46		11			4		1
hero-12-intimidation.png	46		46		2			4		1
hero-13-intimidation.png	64		64		3			6		1
hero-14-intimidation.png	46		46		12			24		1
% OTHERS
etelka-hex.png				60		60		7			8
etelka-change-formation.png 60		60		2			8
goraidh-purification.png	46		46		12			8
%================
% UNITS
%================
% IDLE
unit-00-idle.png   			32		32		4			8		1
unit-01-idle.png   			32		32		4			8		1
unit-02-idle.png   			32		32		2			4		1
unit-03-idle.png   			32		32		5			10		1
unit-04-idle.png   			32		32		4			8		1
unit-05-idle.png   			32		32		4			8		1
unit-06-idle.png   			32		32		5			10		1
unit-07-idle.png   			32		32		5			5		1
unit-08-idle.png   			32		32		4			8		1
unit-09-idle.png   			32		32		2			4		1
unit-10-idle.png   			32		32		2			4		1
unit-11-idle.png   			32		32		2			4		1
unit-12-idle.png   			32		32		2			4		1
unit-13-idle.png   			32		32		5			10		1
unit-14-idle.png   			32		32		2			4		1
unit-15-idle.png   			32		32		3			6		1
unit-16-idle.png   			32		32		2			4		1
unit-17-idle.png   			32		32		2			4		1
unit-18-idle.png   			32		32		2			4		1
unit-19-01-idle.png			32		32		2			4		1
unit-19-02-idle.png			32		32		2			4		1
unit-20-01-idle.png			32		32		2			4		1
unit-20-02-idle.png			32		32		2			4		1
unit-20-03-idle.png			32		32		2			4		1
unit-20-04-idle.png			32		32		2			4		1
% WALK
unit-00-walk.png   			32		32		2			4		1
unit-01-walk.png   			32		32		2			4		1
unit-02-walk.png   			32		32		2			4		1
unit-03-walk.png   			32		32		2			4		1
unit-04-walk.png   			32		32		2			4		1
unit-05-walk.png   			32		32		2			4		1
unit-06-walk.png   			32		32		2			4		1
unit-07-walk.png   			32		32		2			4		1
unit-08-walk.png   			32		32		2			4		1
unit-09-walk.png   			32		32		2			4		1
unit-10-walk.png   			32		32		2			4		1
unit-11-walk.png   			32		32		2			4		1
unit-12-walk.png   			32		32		2			4		1
unit-13-walk.png   			32		32		2			4		1
unit-14-walk.png   			32		32		2			4		1
unit-15-walk.png   			32		32		2			4		1
unit-16-walk.png   			32		32		2			4		1
unit-17-walk.png   			32		32		2			4		1
unit-18-walk.png   			32		32		2			4		1
unit-19-01-walk.png			32		32		2			4		1
unit-19-02-walk.png			32		32		2			4		1
unit-20-01-walk.png			32		32		2			4		1
unit-20-02-walk.png			32		32		2			4		1
